6.30.18 01c2 οσα
6.31.12,17 01c2 επ
6.34.27-28 01c2 ως προβατα
6.35.13-14 01c2 αυτω
6.35.17 01c2b om.
6.38.24 01c2 γνοντες
6.41.28 01c2 και
6.41.35 01c2 παραθωσιν
6.55.12 01c2 επι
